complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
1381,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
1382,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,2
1383,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,1
1384,Account-related issue,I have an issue related to my account or user profile.,other,4
1385,Late billing statement,"I received my billing statement late, causing confusion.",billing,2
1386,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
1387,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,1
1388,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,2
1389,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
1390,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
1391,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
1392,Account-related issue,I have an issue related to my account or user profile.,other,2
1393,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,2
1394,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,3
1395,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,5
1396,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
1397,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
1398,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,1
1399,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,3
1400,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,1
1401,Subscription renewal issue,My subscription was renewed without my authorization.,billing,1
1402,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
1403,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,5
1404,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,4
1405,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
1406,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
1407,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,2
1408,Query about services,I have a query about the services provided by the company.,other,5
1409,Subscription renewal issue,My subscription was renewed without my authorization.,billing,3
1410,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
